NewsID,informativeness_score
N45023,0.958
N33190,0.9826
N12340,0.8209
N58907,0.8492
N51272,0.9354
N2141,0.9191
N20860,0.9087
N29553,0.9364
N55532,0.8788
N17795,0.9498
N56726,0.908
N30547,0.8497
N53548,0.9499
N53528,0.9405
N38388,0.7432
N46061,0.8909
N5059,0.9201
N12538,0.9796
N15654,0.9166
N63341,0.8443
N148,0.8356
N53958,0.9134
N56675,0.8903
N8743,0.9213
N24340,0.824
N35150,0.725
N1808,0.9073
N3967,0.9564
N13408,0.9373
N59531,0.7496
N55331,0.9302
N15217,0.8532
N39162,0.9597
N16508,0.8811
N48474,0.8356
N44183,0.9502
N17711,0.8365
N9349,0.8948
N25953,0.9192
N54491,0.8925
N16139,0.8649
N52181,0.9669
N8565,0.7087
N18996,0.9324
N2974,0.8537
N15518,0.902
N56995,0.8738
N62066,0.8808
N13419,0.9535
N43214,0.9888
N3074,0.8024
N15277,0.9155
N9946,0.7905
N8126,0.8488
N58879,0.7894
N15897,0.8926
N8954,0.9052
N3600,0.9433
N10537,0.8296
N3322,0.9625
N7444,0.9705
N62018,0.9349
N58944,0.9704
N58593,0.9781
N36348,0.9237
N20130,0.9644
N22532,0.91
N56027,0.9157
N56884,0.9351
N39199,0.9133
N25555,0.7323
N18803,0.8968
N33721,0.7947
N50984,0.8179
N53873,0.7181
N37143,0.9421
N18374,0.9829
N38073,0.9608
N57104,0.9657
N37926,0.9807
N61505,0.8045
N33274,0.9413
N44137,0.9359
N1396,0.9055
N27838,0.931
N52312,0.7213
N44924,0.9373
N44981,0.8461
N33729,0.9226
N29212,0.8622
N16123,0.879
N44556,0.9623
N43266,0.9556
N9103,0.883
N59288,0.7954
N21914,0.937
N39260,0.901
N27515,0.8991
N29241,0.8264
N47931,0.9606
N1539,0.8395
N62724,0.8559
N57223,0.8354
N30542,0.8471
N30647,0.8286
N16352,0.8764
N33230,0.8386
N10895,0.9063
N64452,0.9564
N12725,0.8604
N38494,0.912
N15626,0.9231
N52812,0.9361
N32353,0.982
N10846,0.8868
N28014,0.9395
N2677,0.7741
N12078,0.8564
N59070,0.8223
N42707,0.8455
N34835,0.9017
N30125,0.9312
N6229,0.8375
N7601,0.8463
N15802,0.9103
N39451,0.9591
N4049,0.938
N44575,0.9377
N59707,0.9136
N53903,0.7141
N4560,0.8141
N58827,0.9064
N49705,0.8588
N37742,0.8752
N61692,0.9564
N35451,0.9287
N42083,0.8625
N34799,0.9181
N64913,0.9362
N60610,0.905
N469,0.9426
N5287,0.9047
N798,0.8658
N35264,0.9487
N56610,0.9528
N13533,0.9533
N20173,0.9088
N63137,0.8964
N509,0.9217
N42144,0.9586
N57985,0.9093
N19010,0.913
N37468,0.869
N29129,0.9587
N13590,0.9252
N17457,0.8885
N43871,0.9099
N65083,0.739
N1294,0.915
N19937,0.8794
N8639,0.977
N7556,0.9151
N24446,0.9581
N305,0.8787
N32235,0.9218
N31838,0.7639
N30243,0.9244
N29922,0.8978
N9999,0.9696
N62466,0.7558
N62252,0.9579
N58301,0.9853
N10754,0.9653
N43909,0.8493
N48365,0.9913
N38642,0.8107
N64850,0.9902
N10005,0.8746
N26803,0.8414
N48841,0.8882
N18413,0.8866
N33603,0.9492
N15266,0.8366
N58951,0.9331
N11749,0.9185
N2285,0.9484
N18839,0.8704
N43415,0.9644
N7982,0.8547
N18476,0.8724
N55084,0.9357
N53380,0.8535
N28764,0.9042
N54616,0.8054
N59878,0.8666
N16253,0.8848
N28307,0.9459
N34540,0.9823
N33005,0.9391
N15830,0.9656
N51002,0.9456
N35815,0.9162
N44803,0.9661
N48590,0.9456
N55810,0.982
N40123,0.8852
N39094,0.8069
N29170,0.8347
N8468,0.9522
N62382,0.9596
N5096,0.9034
N12054,0.8801
N43248,0.9369
N50073,0.927
N64441,0.8315
N15596,0.9672
N38555,0.888
N47522,0.8684
N6784,0.8951
N6962,0.9057
N29059,0.8398
N2005,0.989
N16560,0.8588
N45004,0.8663
N21957,0.9239
N16883,0.9106
N30670,0.8822
N4014,0.7974
N11780,0.9624
N61261,0.9498
N58848,0.9382
N52640,0.723
N60460,0.8585
N60296,0.9489
N36323,0.7905
N48207,0.8838
N5152,0.8973
N36918,0.9265
N29739,0.8889
N33671,0.9071
N17648,0.9299
N19746,0.8482
N51362,0.9152
N10920,0.8476
N29667,0.9074
N20572,0.8883
N46311,0.8407
N38452,0.8874
N14405,0.9069
N60937,0.9251
N32083,0.9397
N3806,0.9472
N28026,0.917
N12877,0.8024
N50511,0.8213
N56981,0.9408
N34332,0.7412
N34978,0.9305
N18496,0.9014
N56598,0.8845
N43222,0.8605
N9316,0.8444
N22695,0.9544
N16901,0.9309
N15495,0.9059
N4481,0.9716
N8685,0.9292
N10093,0.9233
N3206,0.9024
N46749,0.5555
N48069,0.8666
N33573,0.8878
N27945,0.8358
N9835,0.9397
N54404,0.9324
N20993,0.889
N51231,0.9233
N46971,0.9694
N35654,0.6906
N60197,0.7232
N45543,0.8942
N28956,0.9127
N65150,0.9433
N6410,0.9079
N12146,0.9325
N54880,0.89
N7707,0.8626
N30152,0.8694
N55355,0.9471
N35885,0.7337
N4573,0.9582
N29684,0.9868
N23577,0.8849
N40184,0.8629
N24040,0.9645
N63580,0.8066
N54603,0.8558
N49432,0.9047
N40185,0.8687
N60748,0.8667
N30560,0.9727
N56925,0.8349
N38616,0.9431
N57966,0.9122
N37438,0.9624
N61723,0.8896
N43521,0.8629
N41413,0.9034
N16594,0.9544
N57866,0.9381
N38123,0.933
N17913,0.9279
N6418,0.9458
N12325,0.8839
N53599,0.8981
N10611,0.87
N4999,0.9429
N58802,0.8561
N55412,0.9609
N45826,0.969
N64954,0.9583
N11975,0.9356
N30912,0.9414
N15329,0.9243
N61372,0.9394
N62266,0.9523
N32087,0.9524
N20501,0.9359
N13987,0.959
N20231,0.8996
N2878,0.944
N51890,0.8965
N3234,0.9075
N59934,0.9414
N62409,0.9486
N35757,0.885
N19424,0.8799
N51725,0.928
N48340,0.8764
N29296,0.9433
N35448,0.9787
N51175,0.9565
N32042,0.8767
N34049,0.9435
N50928,0.9477
N31147,0.8853
N2555,0.9727
N42893,0.8731
N5458,0.9631
N48911,0.8355
N31289,0.9242
N7318,0.9689
N259,0.8947
N1709,0.9135
N50669,0.94
N49107,0.9181
N24661,0.8817
N832,0.8067
N12731,0.8341
N62192,0.8866
N38097,0.9369
N27731,0.8496
N42843,0.8309
N40148,0.9366
N55509,0.9364
N39184,0.9129
N9853,0.9883
N62088,0.896
N59815,0.8954
N2108,0.9414
N39731,0.9452
N15310,0.9666
N55169,0.8795
N35405,0.9379
N41885,0.9232
N59215,0.8967
N12872,0.9254
N56083,0.7774
N3210,0.9094
N39400,0.8689
N25561,0.8606
N41027,0.935
N54224,0.9572
N33159,0.9158
N28866,0.9143
N45671,0.9105
N21375,0.9057
N14133,0.8414
N31702,0.8427
N10688,0.9757
N26982,0.948
N44025,0.9424
N11154,0.9503
N11033,0.9143
N23708,0.8502
N1204,0.9804
N14646,0.9716
N24761,0.8315
N29217,0.9725
N20657,0.872
N33312,0.9001
N62570,0.9009
N62155,0.7701
N6003,0.9255
N62294,0.8725
N24183,0.9079
N107,0.8806
N29001,0.9113
N6319,0.9588
N19558,0.9393
N34555,0.8415
N18046,0.931
N39901,0.8896
N29152,0.9277
N1649,0.8598
N166,0.9253
N46092,0.9194
N20224,0.9503
N15082,0.945
N36958,0.8751
N36743,0.9283
N26010,0.9255
N6856,0.9358
N57311,0.8499
N24928,0.8634
N50758,0.9141
N55958,0.9463
N24351,0.9053
N41000,0.8747
N27283,0.7433
N35100,0.8894
N5745,0.921
N58894,0.9261
N15866,0.9261
N46784,0.8269
N44761,0.9468
N57150,0.9499
N64012,0.9804
N36857,0.9066
N4265,0.8933
N2297,0.87
N40856,0.8423
N43531,0.8048
N7462,0.8547
N39395,0.9447
N16776,0.9082
N63279,0.8932
N36006,0.9648
N16046,0.9587
N23865,0.9483
N33507,0.96
N48817,0.814
N29124,0.6683
N48685,0.9047
N30261,0.9228
N7025,0.8704
N2355,0.9276
N22921,0.8894
N50660,0.9317
N7974,0.8907
N17862,0.9318
N17696,0.8513
N41955,0.8293
N52604,0.8825
N4991,0.9102
N36341,0.8769
N23052,0.9739
N37190,0.9074
N45634,0.8658
N40752,0.9629
N57560,0.9281
N54291,0.9155
N16657,0.9609
N39589,0.9636
N14365,0.8939
N19788,0.8905
N57030,0.9648
N31786,0.9053
N42538,0.8294
N60103,0.9302
N29868,0.9403
N33080,0.8814
N32319,0.8255
N58131,0.8257
N22138,0.8864
N52110,0.9499
N40431,0.9309
N43738,0.8898
N11159,0.9443
N29288,0.9209
N5219,0.8886
N40033,0.7849
N18230,0.9577
N30787,0.9712
N46055,0.9523
N62487,0.908
N14831,0.905
N45780,0.8705
N42827,0.8854
N61978,0.8672
N26309,0.864
N43473,0.9129
N30556,0.8494
N5798,0.9374
N36516,0.948
N20953,0.8888
N11826,0.9181
N31734,0.9371
N22259,0.8462
N40020,0.8631
N53443,0.8642
N28147,0.784
N33387,0.9341
N54778,0.9501
N54869,0.8751
N61107,0.9562
N51757,0.9125
N15875,0.8967
N29942,0.9032
N50234,0.8646
N61179,0.8435
N49772,0.8766
N5764,0.9739
N27367,0.8892
N48114,0.883
N3282,0.8423
N45765,0.9232
N41858,0.7456
N24487,0.9791
N63908,0.8325
N25685,0.8821
N6368,0.9657
N17168,0.9289
N17693,0.7456
N7217,0.9639
N49483,0.936
N60363,0.9205
N40424,0.9136
N7623,0.7988
N5849,0.9393
N5681,0.9546
N58058,0.8067
N12042,0.8969
N27845,0.8929
N11932,0.8742
N35942,0.868
N4672,0.8874
N28456,0.9609
N2301,0.9106
N53283,0.9202
N1252,0.8208
N57001,0.947
N26555,0.9267
N3195,0.8751
N41697,0.9295
N28794,0.9325
N18025,0.9177
N5733,0.8711
N41424,0.8928
N22948,0.9731
N12028,0.919
N39774,0.9191
N46268,0.9021
N60560,0.9079
N34520,0.6776
N62417,0.9411
N54981,0.9174
N40676,0.9462
N52175,0.9615
N32204,0.9271
N3126,0.9581
N38006,0.8532
N20180,0.8288
N52538,0.9736
N12368,0.8512
N28932,0.9702
N6597,0.9514
N57454,0.8457
N57611,0.9016
N62992,0.9687
N35630,0.9114
N41707,0.9355
N7431,0.8578
N3997,0.9472
N46463,0.8638
N1155,0.9029
N42672,0.954
N62405,0.9121
N48490,0.9646
N15148,0.7485
N21235,0.8291
N7890,0.9857
N2454,0.8792
N23981,0.9514
N48675,0.8985
N3023,0.9358
N4821,0.9614
N30762,0.9418
N22805,0.8933
N19352,0.8476
N59490,0.9491
N43646,0.8618
N60366,0.8824
N14342,0.7884
N27884,0.8934
N35365,0.9859
N6900,0.941
N21404,0.9284
N60929,0.9039
N7749,0.936
N44869,0.9542
N25914,0.9733
N10232,0.9393
N34770,0.8726
N64235,0.9253
N52424,0.9315
N31294,0.9461
N340,0.9395
N494,0.9448
N56890,0.9153
N27198,0.8777
N31116,0.8457
N60900,0.9627
N10819,0.9706
N63311,0.8605
N1329,0.8828
N43033,0.8491
N58635,0.8562
N24830,0.985
N3032,0.8751
N27478,0.941
N11244,0.9323
N27735,0.9244
N33702,0.9124
N3774,0.9504
N51997,0.9602
N61351,0.9028
N46500,0.9804
N50173,0.9365
N53898,0.813
N59391,0.9657
N43555,0.6182
N64635,0.9302
N53350,0.9364
N262,0.9571
N59913,0.8126
N52047,0.7899
N15951,0.9604
N30839,0.8449
N16948,0.807
N9579,0.9805
N47422,0.9706
N883,0.906
N39741,0.985
N27703,0.844
N40468,0.9192
N21463,0.932
N46917,0.926
N7682,0.869
N10011,0.9502
N19637,0.9027
N11824,0.9264
N12563,0.9815
N16393,0.9006
N38051,0.977
N36343,0.9464
N26987,0.9044
N42594,0.8397
N38025,0.9026
N57438,0.8758
N4176,0.9652
N57428,0.8673
N11379,0.8733
N49605,0.9755
N39845,0.9424
N20333,0.895
N8476,0.919
N19444,0.9443
N12139,0.8718
N50550,0.8987
N8673,0.9058
N46304,0.863
N54759,0.9471
N45254,0.8637
N47607,0.8523
N36137,0.8746
N56376,0.9833
N43568,0.8886
N34208,0.8331
N49726,0.7372
N35526,0.9724
N51631,0.9485
N54228,0.8772
N54688,0.9152
N30801,0.8639
N62630,0.7728
N38117,0.9711
N38890,0.8474
N125,0.8587
N52450,0.9361
N38534,0.8906
N9156,0.8691
N31436,0.954
N17608,0.8665
N45427,0.8527
N26673,0.9741
N4379,0.8993
N20270,0.917
N56177,0.9462
N20539,0.9832
N33903,0.9197
N28045,0.8676
N41333,0.902
N44710,0.9773
N15574,0.9599
N55446,0.8939
N16866,0.8768
N14189,0.9809
N46361,0.9746
N53360,0.9458
N15426,0.9626
N54934,0.9223
N58405,0.9357
N51865,0.9415
N22112,0.8982
N47274,0.8504
N44859,0.9853
N40899,0.9424
N27860,0.8903
N8051,0.9607
N57724,0.9249
N53919,0.9093
N49350,0.8034
N44223,0.8698
N45868,0.9265
N16279,0.9737
N17298,0.9317
N44560,0.807
N55646,0.8805
N15904,0.7725
N30264,0.8839
N61609,0.8861
N52914,0.8722
N52297,0.925
N13681,0.7958
N34932,0.8568
N39350,0.8659
N46490,0.9664
N34772,0.903
N52569,0.5546
N38215,0.8469
N9069,0.8588
N25812,0.9591
N5242,0.9241
N27199,0.887
N1745,0.8516
N4476,0.9416
N46918,0.8774
N44866,0.9309
N27326,0.9429
N37030,0.9284
N42129,0.8705
N34186,0.9243
N44465,0.8795
N48187,0.7941
N47166,0.914
N56964,0.7997
N19909,0.9706
N59096,0.8711
N44755,0.9735
N2064,0.8785
N22792,0.7999
N949,0.8478
N43491,0.8919
N16652,0.8198
N49634,0.9646
N19689,0.891
N49075,0.8008
N64230,0.9175
N57013,0.9096
N31371,0.9182
N17164,0.9377
N36926,0.9203
N64550,0.8439
N17494,0.9388
N64105,0.8491
N5781,0.9194
N23760,0.8065
N23282,0.8934
N15421,0.9295
N43665,0.824
N30039,0.945
N2100,0.832
N48406,0.8434
N65002,0.9551
N6713,0.9314
N13930,0.8951
N28389,0.8916
N7852,0.9504
N3579,0.9335
N33505,0.8923
N6030,0.8744
N3466,0.845
N2649,0.949
N12127,0.9445
N4216,0.9534
N63913,0.7979
N64781,0.9541
N32504,0.8852
N3305,0.8784
N52867,0.9448
N21198,0.8981
N59375,0.9624
N58960,0.9823
N24316,0.972
N4044,0.8456
N61489,0.8599
N13960,0.8531
N2169,0.931
N1221,0.8464
N44915,0.9762
N62961,0.8879
N26610,0.8239
N977,0.9034
N56377,0.9374
N12066,0.8854
N30067,0.9407
N36873,0.8477
N25334,0.9557
N24554,0.9764
N16988,0.8008
N47396,0.9014
N25443,0.8718
N62198,0.9117
N22999,0.7286
N33916,0.8684
N34682,0.9196
N10401,0.6819
N1255,0.9375
N25811,0.8841
N43873,0.9022
N53510,0.8702
N3726,0.926
N39010,0.8368
N57703,0.91
N60258,0.8333
N57420,0.8545
N31613,0.7386
N43940,0.9448
N16205,0.9209
N65212,0.9203
N57829,0.8517
N27357,0.9433
N5957,0.9436
N40778,0.9225
N51472,0.8451
N59979,0.8747
N53372,0.946
N61544,0.9669
N18050,0.9315
N33575,0.7886
N28942,0.9138
N51405,0.8731
N58294,0.9155
N36940,0.8988
N44742,0.857
N18106,0.9002
N8178,0.8721
N54554,0.9106
N61936,0.7665
N15248,0.8077
N360,0.9101
N57419,0.8672
N38498,0.9812
N17227,0.9178
N14181,0.9368
N49548,0.9682
N32546,0.7663
N37593,0.9202
N61229,0.9494
N34109,0.9415
N4087,0.9254
N37458,0.9235
N5576,0.9609
N5051,0.8498
N29313,0.9696
N29292,0.9372
N4334,0.9243
N58837,0.8825
N62147,0.9293
N21790,0.824
N34001,0.8888
N10281,0.8401
N53791,0.9252
N24700,0.8973
N52667,0.8618
N9809,0.9004
N55302,0.9134
N50750,0.9504
N15780,0.9229
N11712,0.9296
N12301,0.9586
N12871,0.9748
N34523,0.8521
N8941,0.9455
N40129,0.91
N24976,0.547
N7301,0.8697
N33345,0.8188
N20837,0.9559
N58183,0.9542
N14780,0.8773
N59970,0.9285
N53335,0.8971
N26653,0.9488
N46811,0.8939
N27645,0.8437
N48001,0.8974
N23767,0.9553
N9403,0.7769
N2747,0.9281
N6084,0.8838
N2279,0.939
N18254,0.9732
N1364,0.9945
N34278,0.8508
N6399,0.9746
N64612,0.8256
N32956,0.9339
N20007,0.8975
N61684,0.9035
N36906,0.8561
N36854,0.8354
N1387,0.9787
N4588,0.8685
N13250,0.8373
N32706,0.9143
N1878,0.9699
N24376,0.9592
N735,0.8995
N4722,0.9194
N29122,0.9289
N663,0.8774
N39569,0.9207
N47903,0.9447
N54803,0.8894
N22664,0.9705
N53054,0.8874
N36553,0.9842
N44342,0.9801
N42223,0.8224
N5340,0.8924
N59169,0.9273
N26669,0.9354
N57143,0.9594
N53087,0.9228
N58080,0.9128
N8262,0.8892
N52774,0.9324
N50000,0.8662
N8643,0.8617
N55062,0.8074
N35664,0.9747
N7602,0.7511
N3929,0.8881
N59712,0.887
N32058,0.8675
N6207,0.5035
N39215,0.8876
N15113,0.9363
N3135,0.9022
N45270,0.9352
N56573,0.9064
N5166,0.9111
N12436,0.9097
N26800,0.9792
N36712,0.8771
N55707,0.8765
N34586,0.883
N60633,0.949
N43770,0.7597
N2883,0.8737
N13954,0.9893
N36733,0.9012
N22568,0.8533
N45448,0.8727
N20313,0.9174
N16929,0.9271
N56815,0.9514
N4905,0.8712
N11148,0.9069
N36410,0.9655
N43888,0.9442
N62575,0.8595
N29902,0.8418
N2122,0.8618
N6930,0.8921
N41115,0.9063
N28600,0.921
N3094,0.9185
N29572,0.8923
N19579,0.9214
N41629,0.9396
N56806,0.9236
N5479,0.8538
N46656,0.9391
N5502,0.5268
N50862,0.5403
N21189,0.9459
N50469,0.8735
N18740,0.9328
N51544,0.8741
N42990,0.7804
N44324,0.8763
N22949,0.9394
N15191,0.9474
N28508,0.9562
N43186,0.8764
N16081,0.9547
N47032,0.8713
N20844,0.8733
N5434,0.9492
N16262,0.9323
N51577,0.9367
N17928,0.9383
N31257,0.9614
N18704,0.9592
N53250,0.9033
N25579,0.9638
N4884,0.8578
N46112,0.9506
N204,0.9114
N39981,0.887
N4733,0.9492
N1663,0.9279
N21814,0.9388
N20654,0.9707
N62877,0.7848
N50587,0.9342
N13671,0.9544
N5337,0.9038
N28712,0.9529
N16445,0.9584
N60975,0.9818
N29840,0.923
N57676,0.8599
N23074,0.8401
N1980,0.9414
N53687,0.8839
N48691,0.9312
N57382,0.9423
N33720,0.96
N57099,0.8687
N8409,0.8223
N31311,0.7242
N39832,0.91
N41078,0.91
N48471,0.9576
N46589,0.7999
N19431,0.9294
N59160,0.8515
N25985,0.8432
N7901,0.9243
N19464,0.9421
N12085,0.9257
N63943,0.8582
N49876,0.9332
N46783,0.9191
N11770,0.8949
N18523,0.9555
N52656,0.9781
N51951,0.844
N49514,0.8564
N53862,0.8688
N64776,0.9696
N14856,0.9377
N61560,0.9297
N18258,0.9891
N25299,0.8644
N55582,0.9256
N41255,0.92
N41458,0.855
N53800,0.8996
N41761,0.8254
N12155,0.8057
N59436,0.8512
N34807,0.9386
N16691,0.8435
N29112,0.91
N60747,0.9763
N59986,0.8763
N19099,0.8962
N18820,0.8144
N19720,0.8887
N59162,0.8725
N14916,0.9659
N17974,0.9124
N27497,0.8936
N5346,0.9784
N47992,0.9001
N58842,0.8257
N31112,0.9093
N51050,0.9252
N42385,0.9337
N20660,0.9215
N11689,0.5814
N62291,0.9079
N39196,0.9405
N9877,0.8429
N10250,0.8304
N4081,0.8903
N45700,0.9836
N56026,0.9157
N28490,0.9167
N56731,0.8537
N35370,0.9632
N46979,0.9343
N40099,0.9494
N57198,0.9209
N41178,0.8689
N31913,0.9472
N53972,0.8163
N42948,0.8848
N35978,0.7553
N5396,0.9456
N32218,0.9724
N58028,0.9074
N42642,0.8952
N35544,0.9634
N59619,0.9811
N124,0.9569
N7706,0.9054
N30689,0.9322
N17524,0.8027
N19756,0.9409
N32791,0.9504
N52688,0.9391
N26740,0.9001
N63041,0.8617
N13658,0.8944
N35357,0.9548
N57771,0.8101
N54916,0.8806
N47437,0.7707
N31469,0.9457
N2988,0.9592
N10261,0.8889
N47412,0.97
N36207,0.8964
N46066,0.9685
N45952,0.8919
N42767,0.9054
N5319,0.8479
N43377,0.9432
N55334,0.8844
N47098,0.8593
N31562,0.7831
N51099,0.8747
N50112,0.8938
N50959,0.8285
N29735,0.8649
N8734,0.8785
N32677,0.9158
N64069,0.965
N10587,0.9427
N38086,0.9445
N63174,0.9412
N42687,0.904
N21614,0.933
N42307,0.8389
N45523,0.8784
N20631,0.911
N8267,0.9383
N15469,0.9451
N6088,0.9217
N50091,0.9425
N11457,0.9518
N49187,0.8703
N8322,0.7536
N33760,0.8692
N364,0.7279
N45660,0.8669
N54394,0.9566
N22463,0.7546
N57189,0.8388
N33674,0.8383
N38605,0.949
N37167,0.9306
N23575,0.8827
N3981,0.9726
N60700,0.9632
N21063,0.9389
N50868,0.9288
N52765,0.9007
N15842,0.9636
N39075,0.9169
N757,0.9031
N22339,0.8968
N27148,0.9582
N63781,0.8963
N52586,0.9794
N24493,0.8799
N6327,0.8602
N19355,0.9315
N56341,0.8859
N29107,0.677
N55178,0.89
N10618,0.9719
N5966,0.9514
N19153,0.8809
N5094,0.9166
N38906,0.8895
N45940,0.9807
N21444,0.8924
N33963,0.8952
N30734,0.9816
N33562,0.8136
N55452,0.8834
N41407,0.8913
N2235,0.916
N49883,0.9571
N25141,0.8862
N3753,0.9384
N45346,0.9445
N25616,0.9353
N32093,0.9578
N40470,0.8914
N31002,0.8324
N58716,0.9104
N19967,0.9729
N52156,0.828
N27180,0.917
N48771,0.8479
N12356,0.974
N36896,0.9437
N32688,0.7766
N9322,0.9414
N32722,0.956
N43963,0.8885
N19487,0.9447
N44668,0.8327
N18997,0.8884
N18425,0.8664
N44722,0.9515
N17553,0.8968
N16198,0.8635
N60194,0.8588
N41486,0.6972
N41145,0.9204
N18940,0.8968
N22814,0.9658
N25006,0.8602
N41231,0.9306
N44307,0.975
N34817,0.9539
N17839,0.9599
N9288,0.9114
N51398,0.8912
N26783,0.8622
N28305,0.9036
N27462,0.8956
N29511,0.9471
N59919,0.9455
N6692,0.9606
N32846,0.8001
N6099,0.9827
N19784,0.9584
N32015,0.9427
N9961,0.8016
N17921,0.8911
N55021,0.8193
N19902,0.9282
N21820,0.7963
N12536,0.9131
N30678,0.8888
N14110,0.9802
N52698,0.7787
N9914,0.8077
N23705,0.8203
N4923,0.9159
N14674,0.9786
N55380,0.8696
N19484,0.9135
N41559,0.9458
N2413,0.9844
N45905,0.9595
N8280,0.9563
N53970,0.8776
N17647,0.8081
N36969,0.9346
N36774,0.875
N51888,0.8708
N38003,0.9189
N53515,0.9056
N1632,0.7471
N33992,0.9587
N18095,0.9578
N63810,0.9487
N60179,0.9551
N62365,0.9041
N21141,0.9762
N29354,0.8519
N60859,0.7559
N21882,0.9181
N48634,0.9023
N24402,0.8102
N11811,0.915
N63591,0.9554
N9149,0.7509
N41304,0.8451
N16117,0.8712
N44065,0.9316
N17002,0.9791
N12351,0.9278
N28325,0.9087
N54317,0.972
N36460,0.9131
N5632,0.9597
N19542,0.9899
N49707,0.9056
N38306,0.8827
N7433,0.8777
N37266,0.9298
N19042,0.9554
N41656,0.8126
N32899,0.8907
N30640,0.9075
N34975,0.9284
N2022,0.8602
N33009,0.964
N56999,0.8456
N5606,0.9018
N50986,0.7939
N40299,0.8676
N42459,0.9246
N5463,0.9428
N55554,0.724
N57138,0.8874
N29622,0.9927
N53239,0.8507
N31769,0.9359
N49943,0.9309
N8342,0.9678
N18054,0.9871
N55362,0.9112
N35773,0.9591
N8907,0.9002
N54059,0.8933
N14420,0.9693
N33208,0.8664
N28750,0.8744
N56511,0.8553
N3220,0.8775
N37828,0.689
N8977,0.8568
N3592,0.9344
N45367,0.8427
N56836,0.9331
N60539,0.958
N4453,0.8893
N13103,0.8448
N38831,0.9536
N16138,0.9195
N22201,0.8665
N19485,0.9209
N41658,0.7931
N36310,0.9376
N48427,0.9565
N6953,0.905
N59893,0.8143
N50262,0.9461
N46069,0.9509
N131,0.9818
N50428,0.9141
N17821,0.8936
N34711,0.7252
N59003,0.9346
N10037,0.9382
N52649,0.9349
N61296,0.9548
N32669,0.9107
N33532,0.9643
N679,0.9257
N44249,0.9527
N14862,0.9186
N3564,0.9254
N7439,0.9697
N62097,0.9521
N61774,0.916
N9486,0.9264
N32369,0.8228
N54282,0.849
N33401,0.9102
N5235,0.9249
N3148,0.9302
N4029,0.9763
N55225,0.9361
N54765,0.9725
N43837,0.9482
N34583,0.8296
N25843,0.9198
N52568,0.9475
N542,0.9658
N60339,0.8982
N26189,0.8591
N1292,0.9338
N59186,0.9508
N20985,0.8994
N8707,0.9607
N28294,0.9195
N19677,0.9142
N45820,0.9279
N34483,0.8492
N16954,0.956
N32188,0.9625
N35470,0.9607
N38315,0.9409
N23076,0.953
N64444,0.8686
N25027,0.9607
N55586,0.8961
N39585,0.7595
N30222,0.9406
N58029,0.9184
N9846,0.9108
N14726,0.8814
N35463,0.91
N55919,0.8909
N23375,0.8941
N48432,0.9482
N12059,0.8733
N31996,0.9522
N54122,0.856
N34601,0.9263
N9580,0.9544
N43926,0.9011
N49940,0.9109
N49041,0.9641
N54168,0.9588
N11908,0.9197
N53840,0.8594
N46088,0.8319
N39393,0.9502
N56132,0.9032
N52535,0.8914
N13178,0.6535
N47912,0.9255
N20083,0.8694
N59833,0.9617
N15471,0.9491
N50900,0.9356
N30741,0.9534
N17513,0.9539
N8821,0.9345
N46152,0.9403
N24054,0.9504
N59716,0.8662
N7275,0.8262
N48826,0.9263
N48832,0.9407
N10826,0.9247
N53551,0.8945
N19537,0.9422
N34275,0.9435
N21240,0.9201
N35576,0.9252
N13216,0.9764
N56544,0.9097
N33979,0.8162
N18538,0.9029
N55563,0.922
N2602,0.897
N18081,0.8454
N21368,0.8438
N47037,0.8839
N37345,0.9195
N34948,0.9452
N12290,0.965
N3652,0.9547
N8064,0.8969
N59543,0.8982
N33693,0.9629
N63060,0.9604
N29933,0.8385
N51297,0.8431
N44010,0.9448
N55874,0.9932
N386,0.7978
N26689,0.9046
N3974,0.98
N63836,0.9307
N20912,0.9175
N48764,0.9015
N38976,0.862
N55977,0.8541
N46184,0.8561
N42163,0.9646
N27258,0.9448
N7398,0.8939
N62013,0.9501
N37307,0.9692
N16355,0.9484
N26505,0.8782
N565,0.9509
N44836,0.9257
N58718,0.8402
N43978,0.918
N22423,0.9326
N62340,0.9101
N7357,0.9617
N27254,0.9498
N51621,0.9526
N57598,0.9093
N56176,0.9667
N25309,0.903
N51044,0.9364
N56479,0.9398
N53377,0.8853
N45884,0.9591
N9847,0.96
N35687,0.9101
N13766,0.9378
N61843,0.8872
N65084,0.9206
N6937,0.9386
N35803,0.9609
N60692,0.8481
N1451,0.9505
N23990,0.9226
N27048,0.9323
N5949,0.9207
N56036,0.9363
N1187,0.9592
N5048,0.9162
N2982,0.9311
N18529,0.9469
N63369,0.9022
N60750,0.8787
N1817,0.7211
N32233,0.8657
N46952,0.821
N49521,0.9483
N42910,0.8791
N41686,0.9585
N64094,0.9018
N31281,0.9569
N39686,0.7815
N2817,0.9163
N55931,0.8491
N37020,0.8886
N30624,0.7823
N3312,0.8298
N309,0.8453
N53489,0.9644
N6255,0.8951
N15135,0.9072
N20146,0.8924
N26887,0.916
N48052,0.8737
N15016,0.8264
N7858,0.912
N4217,0.7348
N16813,0.9699
N29535,0.9327
N55993,0.8998
N49646,0.9054
N19250,0.9586
N50841,0.9424
N47272,0.9255
N29859,0.9675
N33166,0.9709
N2190,0.9558
N31877,0.8449
N32786,0.8831
